name_id,date,1001001,1001002,1001003,1020002,1020003,1021001,1021002,1041002,1044001,1050002,1050004,1201001,1201003,1201005,1210001,1211001,1300009,1310002,1410004,1502002,1502008,1610004,1730002,1730003,1730007,1730012,2101001,2103001,2103002,2103014,2104002,2104003,2104013,2105001,2105002,2105005,2105007,2110001,2110002,2110004,2110031,2112005,2112006,2112007,2113001,2120001,2510001,3022001,3041001,3041002,3041003,3041004,3041005,3050001,3404001,3414001,3421001,3430001,3430003,3431001,3434003,3450001,3453001,3802001,3804002,3806001,3814003,3815001,3815002,3820001,3820002,3820003,3825001,4301002,4302001,4308001,4311001,4313001,4314002,4320001,4323001,4501001,4503001,4511002,4512001,4513001,4514001,4515002,4520001,4522002,4523002,4530001,4531002,4532001,4533002,4537001,4558001,4703002,4704001,4704002,4711001,4712001,4714001,4716004,4721001,4723001,4726001,4730001,4810001,4810005,4810006,5100001,5101001,5110002,5120001,5200001,5221002,5320001,5401003,5402001,5402015,5403002,5406001,5410002,5410005,5411001,5414001,5421002,5423003,5701001,5701002,5702001,5703006,5704002,5705001,5706001,5707002,5710001,5716001,5720001,5721001,5721016,5722001,5722002,5730008,5734001,5737002,5741001,5746001,5748001,6000003,6002001,6003001,6006001,6008005,6011001,6013001,6015001,6018001,6019003,6027001,6028001,6033011,6034022,6034023,6035001,6043001,6132001,7102005,7103001,7104002,7112001,7115001,7116001,7123001,7200002,7300001,7303000,7306001,7308001,7308002,7317003,7317005,7320003,7321002,7322001,7330001,7332001,7335001,7335002,7336001,7339001,7341001,7343001,7350001,7350002,7350003,7354002,7355001,7355002,7355003,7357002,7358001,7359001,7372001,7374001,7379002,7381001,7383001,7400001,8104001,8105001,8106002,8112001,8114001,8117005,8117006,8123001,8124001,8124002,8130001,8130002,8132001,8134003,8135002,8140002,8141001,8144001,8210003,8220001,8220008,8220009,8220010,8304001,8307002,8308000,8312000,8312001,8313000,8313001,8316002,8317001,8317002,8317004,8317005,8319001,8323001,8323002,8324002,8330001,8332001,8334001,8342001,8343001,8351001,8356001,8358001,8362001,8366002,8372002,8376001,8380001,8380006,8381003,8383001,8393002,8394001,8700002,8700003,8720001,8820001,8821001,8821002,8821003,8821006,8822002,8910001,9101001,9101002,9102001,9104001,9104002,9106001,9107001,9113001,9116001,9122002,9123001,9126001,9127001,9129002,9131001,9134001,9135001,9140001,9400000,9402001,9404001,9405001,9412001,9414001,9416001,9420001,9423001,9433001,9434001,9436001,9437002,10100002,10100006,10102001,10111001,10121001,10122001,10122003,10133000,10134001,10137001,10140001,10142003,10304001,10305001,10306001,10311001,10313001,10322003,10327001,10328001,10340001,10343001,10343002,10344003,10344004,10351001,10356001,10362001,10363002,10364001,10401001,10405002,10405005,10411002,10414001,10431000,10431001,10432002,10432003,10440000,10503001,10514001,10520001,10523002,10701002,10702002,10704002,11020004,11040001,11130001,11141001,11143001,11143002,11147001,11147002,11302001,11307001,11308001,11310001,11310002,11310003,11312001,11315001,11316001,11317001,11335002,11337001,11342001,11405001,11500002,11505001,11514001,11520002,11521001,11530000,11532000,11536001,11536004,11542001,11545000,11701001,11710000,11711000,12280002,12284002,12284003,12284005,12284006,12284007,12285001,12285003,12286002,12287001,12288002,12288003,12288004,12289001,12289002,12291001,12400003,12400004,12448001,12452001,12561001,12563001,12582001,12585001,12586001,12600001,12622001,12660001,12802001,12805001,12806001,12820001,12825002,12861001,12863002,12865001,12872001,12876001,12876004,12878001,12930001
2021010100,2021-01-01,13,16,13,14,16,11,14,6,18,7,6,20,19,18,17,13,8,8,8,6,7,7,5,4,5,5,24,32,33,30,29,29,29,22,20,22,28,23,23,23,26,3,19,13,10,2,16,-8,-14,-8,-13,-12,-7,-14,-8,-9,-17,-10,-10,-10,-10,-6,-6,-11,-9,-10,-6,-6,-6,-8,-8,-8,-9,-5,0,-1,-5,-3,-1,-1,-1,-6,-1,-3,-2,-3,-3,-3,-5,-3,-3,-5,-7,11,17,-4,0,2,2,1,2,1,5,4,4,8,13,8,5,5,5,3,2,3,3,11,2,-3,-3,0,1,-1,0,3,3,5,11,-3,5,-6,-4,-4,4,-2,4,0,3,0,6,4,4,5,5,4,5,2,5,0,7,4,-11,-10,-10,-2,-5,5,-8,0,5,0,-3,-7,6,7,-1,0,2,8,-7,-2,-5,-9,-7,6,0,11,-7,-7,-11,-3,-8,-8,-8,-2,-7,-5,3,8,15,31,22,24,18,17,-1,3,-5,2,1,-3,-6,18,14,16,0,1,12,15,9,33,-10,-6,-4,3,14,24,2,23,31,27,2,2,25,37,31,21,21,19,43,18,7,21,20,2,4,6,4,4,5,4,4,5,25,4,4,6,17,11,57,25,24,13,19,27,25,23,25,11,61,0,4,3,3,6,11,7,19,26,43,35,22,5,4,67,24,3,38,3,3,3,27,28,12,19,23,18,4,5,9,12,11,8,1,6,9,1,0,0,1,-5,-4,-2,-2,-2,6,5,8,1,1,-1,1,3,17,7,7,9,7,7,17,15,7,12,1,10,17,1,18,13,4,6,11,10,9,19,19,20,22,15,7,18,18,41,24,7,7,8,25,7,1,-5,-2,-2,-5,2,1,-2,-2,-10,5,5,-1,-3,-7,-7,-6,-8,-25,-6,0,2,-7,-1,-10,-5,-6,-8,-4,-9,-3,-12,1,21,-9,-14,-19,-9,-10,-9,-17,-21,-21,-12,1,10,-4,-1,4,-7,-7,-16,-15,-20,-15,-23,-4,1,-8,-8,-10,-14,-18,-4,-8,-8,-7,-6,-9,-10,-5,-12,-10,-6,-7,-16,-11,-6,-6,-6,-3,-6,-13,-2
2021010200,2021-01-02,20,23,20,18,20,12,14,12,21,7,5,26,25,23,22,17,5,5,4,5,6,12,6,3,7,6,17,29,30,28,23,22,22,15,13,16,24,17,17,16,20,-1,12,8,7,0,8,-1,3,2,5,5,-5,2,0,3,-5,0,0,-1,-2,-2,-2,-6,-6,-6,2,1,1,-3,-3,-4,-5,7,-1,2,3,6,4,2,2,4,4,-4,-2,-4,-4,-4,2,2,-2,-2,-4,11,15,-3,-2,4,7,8,5,17,5,7,17,16,16,10,5,5,5,4,4,4,3,14,3,-8,-2,1,2,0,1,3,3,6,14,-2,7,-10,-7,-8,-1,-6,-1,-1,0,-3,7,3,4,6,5,4,5,3,5,2,7,3,-12,-10,-11,-4,-6,6,-9,3,11,2,-2,-7,3,6,0,2,4,14,-6,-3,-4,-9,-8,3,0,16,-10,-10,-11,-5,-9,-5,-5,-5,-7,-5,2,10,19,42,22,26,22,21,1,2,-1,1,-1,-4,-6,22,11,19,-2,-2,12,19,11,36,-1,1,1,2,19,33,0,26,37,31,0,0,29,47,37,28,28,25,46,22,7,24,24,0,-5,0,-3,-3,3,-3,1,-1,22,-2,-2,1,16,9,66,23,22,9,17,25,23,22,24,14,71,6,1,1,1,5,11,7,18,28,44,36,24,6,3,77,27,2,43,2,2,2,24,26,12,19,23,18,3,4,9,12,10,8,5,9,11,-1,-3,0,4,5,3,-2,2,3,13,13,13,5,1,0,6,6,32,13,12,17,17,20,33,30,9,15,2,13,28,2,21,16,8,8,17,16,14,22,28,30,35,23,15,22,22,77,42,11,11,13,45,11,6,2,4,4,2,6,5,4,2,0,3,4,2,-1,1,-1,-2,-3,-16,-3,2,3,-3,2,-5,2,0,-3,5,1,3,-1,4,18,-2,-1,-10,-2,-3,-2,-8,-11,-11,-12,6,8,-11,3,4,-8,-8,-19,-20,-26,-19,-25,-5,1,-10,-12,-13,-16,-17,-15,-9,-7,-6,-18,-12,-12,2,-4,-5,-3,0,-10,-1,5,5,3,2,0,-5,-2
2021010300,2021-01-03,8,14,8,11,14,10,13,9,12,1,-1,21,20,19,18,14,4,4,4,4,5,9,1,-2,3,2,14,26,27,24,21,21,21,16,14,17,21,17,17,16,19,-1,12,8,7,1,10,-5,1,-5,-5,-5,-5,0,-2,-3,-7,-3,-3,-4,-4,-2,-2,-9,-9,-9,-2,-3,-3,-6,-6,-6,-7,-6,-1,-2,-6,-4,-3,-2,-2,-7,-3,-6,-5,-6,-6,-6,-7,-5,-5,-7,-9,7,13,-7,-3,-2,-2,-2,-2,-2,-5,-1,1,5,9,3,-5,-5,-5,-1,-2,-3,-2,9,0,0,-7,-4,-2,-5,-4,-2,-1,2,9,-5,2,-12,-10,-9,4,-6,4,-2,2,-3,2,5,3,3,3,4,6,-2,3,-4,5,1,-13,-13,-13,-7,-9,1,-12,-4,2,-4,-2,-8,1,2,-3,-2,-1,3,-4,-2,-4,-8,-7,1,-2,7,-10,-10,-9,-7,-10,-8,-8,-6,-8,-7,0,4,10,22,9,12,14,12,-2,0,-4,-5,-6,-8,-10,11,3,8,-4,-4,4,8,3,29,-4,-3,-3,-2,10,18,-7,13,21,17,-7,-7,15,29,21,16,16,12,47,11,-1,13,13,0,-8,0,-5,-5,-2,-5,-1,-4,18,-4,-4,-2,11,6,57,19,17,5,13,21,20,22,23,6,61,0,0,-1,-1,1,6,-1,13,25,49,38,20,3,3,74,25,2,41,2,2,2,21,23,10,17,21,17,2,3,7,10,9,6,2,6,8,-1,-2,-1,1,4,2,-1,1,2,10,8,11,3,2,1,5,6,25,11,10,15,13,14,26,24,6,13,-1,10,23,-1,17,12,4,6,13,12,10,19,22,23,29,18,7,18,18,62,34,10,10,12,37,10,-7,-3,-4,-4,0,2,1,2,1,1,0,1,-1,-2,1,-4,-3,-5,-15,-2,2,3,-4,1,-5,2,0,-4,4,4,4,0,4,21,-1,2,-5,-1,-1,-1,-3,-7,-7,-9,6,4,-10,3,3,-8,-8,-14,-19,-24,-17,-21,-5,0,-9,-9,-10,-25,-31,-44,-23,-19,-18,-53,-9,-18,-3,-18,-19,-26,-32,-23,-10,-16,-16,-16,-17,-16,-21,-11
2021010400,2021-01-04,-2,7,-2,6,10,10,14,7,10,3,2,18,17,15,15,12,7,6,7,6,7,7,5,1,6,5,19,26,27,23,25,25,25,13,11,17,20,19,19,19,22,5,16,12,8,4,8,-6,-8,-5,-7,-7,-8,-8,-7,-8,-14,-8,-8,-8,-8,-5,-5,-11,-10,-11,-4,-5,-5,-8,-8,-9,-9,-2,-1,-1,-5,-1,-1,-1,-1,-5,-1,-4,-3,-5,-4,-4,-5,-3,-4,-6,-9,7,13,-7,-3,0,1,1,0,2,-5,0,4,7,10,4,-5,-5,-5,1,0,-2,-2,10,0,-5,-7,-3,-2,-5,-3,-1,-1,2,10,-4,3,-9,-8,-7,3,-5,3,-2,2,-2,2,5,3,3,3,4,6,-1,3,-3,5,1,-10,-9,-9,-5,-6,2,-8,-5,-4,-4,-1,-5,1,0,-3,-2,2,0,-2,-1,-1,-4,-3,1,-2,2,-5,-5,-4,-3,-4,0,0,-3,-2,-2,0,3,6,14,11,12,7,7,1,0,2,-2,-2,-2,-3,8,0,6,-2,-2,0,2,3,13,5,4,4,2,8,17,4,20,26,22,4,4,21,29,26,17,17,12,40,16,4,18,18,0,0,4,1,1,5,2,5,3,19,2,2,4,16,10,62,20,19,11,16,22,21,23,25,16,66,4,5,5,5,7,12,4,18,29,44,37,26,8,5,69,26,4,39,4,4,4,22,24,12,19,23,18,3,4,9,12,10,8,4,7,9,0,0,1,3,0,0,0,1,1,8,7,11,3,2,0,3,5,25,10,10,13,11,12,25,24,6,12,-1,10,22,-1,18,12,5,7,12,11,10,16,18,20,23,15,4,16,16,39,24,8,8,9,24,8,0,-4,-2,-2,-5,-1,-2,-11,-8,-12,-13,-10,-13,-11,-10,-21,-14,-17,-27,-12,-7,-5,-12,-17,-17,-11,-10,-15,-5,-13,-9,-17,-9,18,-14,-20,-15,-14,-14,-13,-14,-19,-19,-10,4,7,-5,2,4,-8,-8,-10,-20,-23,-17,-16,-4,2,-8,-5,-4,-18,-10,-21,-18,-18,-18,-24,-2,-5,-14,-23,-20,-24,-26,-21,-28,-19,-19,-19,-17,-19,-24,-15
2021010500,2021-01-05,-10,1,-10,1,5,8,13,3,4,-2,-2,12,12,10,11,8,6,5,6,5,6,6,0,-3,1,1,20,28,28,25,25,25,25,17,15,18,23,20,20,20,22,9,17,15,6,6,12,-7,-11,-6,-9,-9,-7,-11,-6,-6,-11,-6,-6,-7,-7,-4,-3,-9,-9,-9,-2,-3,-3,-7,-7,-7,-8,0,-1,-1,-2,1,0,0,0,-2,1,-4,-3,-4,-4,-4,-2,-1,-3,-6,-7,9,15,-5,-1,-1,0,0,-1,1,-5,0,4,7,11,4,-5,-5,-5,0,-1,-3,-2,10,0,-7,-4,-2,-1,-3,-2,1,1,3,10,-4,4,-10,-9,-9,1,-6,1,-2,1,-3,1,4,3,4,4,4,6,-1,3,-4,6,1,-14,-13,-14,-7,-9,1,-12,-2,6,-3,-7,-12,2,4,-4,-2,0,9,-12,-6,-9,-16,-13,2,-3,15,-16,-16,-20,-7,-16,-13,-13,-6,-14,-11,3,11,20,41,24,27,22,21,-4,3,-8,-1,-3,-8,-11,23,13,19,-3,-2,11,18,9,34,-14,-10,-7,2,21,35,-4,27,39,32,-4,-4,30,50,39,29,28,25,49,21,6,24,24,1,6,3,5,5,3,5,1,4,27,4,4,6,18,10,63,27,25,13,20,29,27,28,29,14,66,-6,1,-1,-1,3,9,6,20,29,47,38,25,11,11,74,30,10,44,10,10,10,29,30,12,20,24,21,4,5,9,12,10,8,4,8,11,0,-1,1,4,-10,-8,-4,-5,-3,10,10,13,2,1,0,-2,2,21,8,8,13,11,12,21,21,4,11,-4,10,21,-4,23,15,6,10,15,14,12,22,23,27,26,20,10,22,22,46,28,7,7,9,27,7,2,-4,-1,-1,-4,1,1,-1,-1,-11,7,6,1,-4,-7,-6,-9,-10,-27,-3,6,8,-9,-2,-10,-1,-4,-8,-5,-5,1,-9,5,19,-6,-7,-15,-5,-7,-6,-15,-20,-20,-18,1,7,-10,-3,1,-19,-19,-23,-25,-29,-24,-30,-10,-3,-19,-16,-17,-20,-30,-24,-17,-15,-14,-26,-16,-19,10,-5,-7,-11,-24,-15,5,-3,-3,-6,-9,-9,-12,-5
2021010600,2021-01-06,-5,4,-5,3,7,8,12,6,10,-1,-2,14,14,12,12,9,6,6,6,6,6,6,1,-3,2,1,17,25,26,23,23,22,22,14,12,16,21,18,18,17,20,8,15,14,6,7,10,-4,-5,-3,-4,-4,-6,-5,-5,-8,-14,-8,-8,-8,-8,-4,-4,-12,-11,-12,-9,-10,-9,-11,-11,-11,-11,-16,-1,-4,-15,-12,-8,-5,-4,-16,-9,-5,-7,-6,-5,-5,-14,-11,-7,-12,-13,2,8,-10,-5,-5,-9,-10,-7,-19,-14,-8,-14,-8,0,-4,-14,-14,-14,-5,-6,-8,-7,2,-2,-2,-6,-6,-6,-6,-6,-5,-5,-7,2,-5,-3,-18,-17,-14,2,-13,2,-2,1,-7,-13,6,1,-3,-2,3,7,-7,1,-6,6,-3,-24,-22,-23,-18,-20,-13,-20,-13,-7,-14,-11,-17,-4,-5,-12,-10,-7,-5,-15,-11,-13,-19,-18,-4,-10,4,-18,-18,-22,-14,-18,-14,-14,-15,-16,-14,-1,2,6,14,10,11,10,9,-7,-1,-9,-9,-10,-12,-13,7,-2,4,-12,-13,-4,3,-2,19,-12,-10,-8,-3,9,17,-8,13,21,16,-8,-8,15,28,21,14,14,12,37,15,5,16,16,-1,-1,-1,-1,-1,-1,-1,-3,-1,19,-2,-1,0,11,4,54,19,18,7,13,20,19,18,20,6,58,-7,-3,-5,-5,-2,4,5,13,20,37,29,16,3,3,70,23,1,38,1,1,1,20,21,10,17,22,16,2,3,7,11,9,7,1,5,8,-2,-3,-2,1,-8,-6,-4,-4,-2,7,6,10,1,0,-1,0,3,18,8,8,13,11,11,18,17,5,12,-3,8,17,-3,15,10,4,5,10,9,8,18,19,18,21,15,8,18,18,46,25,9,9,10,29,9,2,-4,-1,-1,-3,3,2,-4,-3,-9,3,3,-3,-4,-7,-9,-7,-9,-30,-5,4,7,-8,-3,-11,-3,-4,-9,-2,-7,-1,-13,-2,18,-10,-17,-19,-10,-12,-12,-23,-31,-30,-18,-15,-9,-23,-13,-12,-28,-28,-34,-27,-33,-26,-32,-19,-16,-29,-25,-26,-26,-29,-50,-31,-33,-39,-57,-24,-35,-30,-46,-44,-48,-49,-33,-43,-31,-31,-33,-35,-35,-35,-21
2021010700,2021-01-07,-1,5,-1,6,8,9,13,5,10,0,-1,13,11,9,11,8,8,7,7,6,6,4,1,-3,3,2,18,25,26,23,24,23,23,15,13,17,21,19,19,19,21,9,17,16,8,7,11,-9,-18,-9,-17,-16,-7,-17,-9,-11,-19,-11,-11,-11,-10,-7,-7,-12,-11,-12,-16,-16,-16,-13,-13,-13,-13,-18,0,-6,-18,-14,-10,-7,-6,-20,-12,-5,-8,-6,-5,-5,-18,-14,-8,-14,-14,0,6,-10,-5,-6,-12,-14,-8,-32,-14,-10,-24,-15,-5,-6,-14,-14,-14,-5,-7,-8,-5,4,0,14,-6,-6,-6,-6,-6,-4,-4,-6,4,-4,-2,-20,-19,-16,3,-13,3,-2,2,-7,-9,6,2,-2,-1,4,8,-5,1,-5,6,-1,-32,-29,-30,-19,-24,-9,-26,-16,-8,-16,-13,-21,-7,-7,-14,-11,-5,0,-16,-13,-15,-28,-25,-7,-14,-2,-32,-32,-33,-21,-32,-30,-30,-18,-30,-28,-9,-7,-4,4,3,4,3,1,-18,-9,-22,-18,-20,-26,-29,-2,-8,-5,-16,-17,-13,-6,-13,28,-29,-28,-24,-13,-6,-7,-22,-16,-14,-16,-22,-22,-17,-6,-11,-10,-9,0,38,3,-2,4,4,-9,-21,-22,-21,-21,-21,-21,-21,-20,3,-21,-21,-19,-11,-15,13,4,1,-14,-3,7,5,15,13,0,15,-31,-21,-23,-23,-22,-18,-2,-6,8,18,13,6,5,9,3,6,9,5,9,9,9,7,9,7,9,9,7,-4,-2,7,7,3,6,-3,0,2,-10,-10,-7,-3,-18,-15,-11,-12,-11,-5,-5,-4,-7,-13,-13,-13,-11,-15,-12,-12,-6,-7,-9,-15,-16,-13,-12,-16,-14,-15,-16,-16,-16,-12,-14,-15,-15,-14,-17,-17,-20,-18,-17,-13,-17,-17,-38,-24,-14,-14,-15,-27,-14,-14,-13,-13,-13,-20,-18,-18,-35,-25,-21,-40,-34,-30,-27,-19,-36,-22,-29,-47,-32,-27,-25,-20,-31,-33,-22,-20,-27,-14,-22,-22,-30,-31,-1,-27,-35,-35,-27,-29,-28,-31,-34,-34,-4,-1,3,-3,0,2,-3,-3,-17,-14,-21,-12,-21,-4,0,-5,-9,-11,-15,-17,-29,-18,-14,-11,-41,-12,-14,-9,-25,-25,-25,-17,-25,-24,-26,-26,-24,-21,-22,-22,-15
2021010800,2021-01-08,-5,2,-5,0,3,7,5,4,9,-1,-2,10,9,7,9,7,11,10,10,8,8,6,0,-4,1,1,16,22,23,20,21,21,21,12,10,14,17,17,17,17,19,9,15,15,5,7,8,-11,-26,-12,-22,-21,-7,-25,-13,-14,-23,-14,-14,-14,-13,-9,-8,-13,-12,-13,-22,-21,-21,-16,-16,-16,-15,-24,-2,-7,-25,-19,-13,-9,-7,-27,-17,-5,-9,-6,-5,-5,-24,-20,-10,-15,-14,3,9,-8,-5,-8,-15,-18,-10,-38,-10,-10,-28,-17,-4,-5,-10,-10,-10,-7,-8,-8,-3,2,0,26,-11,-9,-8,-9,-8,-6,-6,-5,2,-3,-3,-28,-26,-23,3,-19,3,-4,1,-10,-8,6,2,-1,0,4,8,-4,2,-4,6,-2,-34,-31,-33,-23,-26,-8,-28,-11,1,-14,-12,-22,0,1,-12,-8,-3,9,-18,-11,-15,-31,-27,-1,-9,7,-37,-37,-37,-22,-36,-35,-35,-18,-33,-30,-10,-8,-5,1,-2,-1,7,7,-19,-10,-25,-16,-20,-29,-34,-2,3,-3,-12,-15,-1,8,-10,12,-33,-32,-27,-15,-9,-12,-28,-23,-21,-22,-28,-28,-23,-14,-20,-16,-16,-8,-29,-18,-18,-17,-18,-11,-19,-24,-20,-20,-23,-20,-22,-21,-15,-21,-21,-21,-19,-21,-22,-15,-16,-20,-17,-14,-15,-10,-11,-9,-23,-38,-22,-27,-27,-26,-26,-18,-19,-11,-14,-12,-10,-10,-12,-41,-20,-11,-28,-11,-11,-11,-14,-13,-13,-22,-28,-18,-11,-11,-11,-15,-15,-11,-11,-13,-15,-12,-14,-13,-10,-21,-20,-16,-18,-17,-14,-15,-11,-15,-19,-20,-18,-18,-17,-18,-18,-12,-12,-13,-17,-15,-18,-13,-25,-19,-18,-24,-20,-21,-13,-15,-14,-13,-13,-4,-7,-18,-11,-11,-4,-3,-3,-24,-17,-14,-14,-14,-19,-14,-10,-14,-12,-12,-13,-13,-13,-19,-15,-15,-17,-16,-16,-16,-13,-22,-18,-20,-45,-27,-21,-19,-19,-20,-28,-19,-18,-22,-9,-19,-18,-26,-19,-6,-25,-24,-17,-25,-22,-21,-22,-29,-29,1,18,23,24,13,20,10,10,-1,-3,-6,-2,-5,10,17,8,12,12,22,11,34,27,30,35,32,11,18,46,43,45,43,29,31,37,23,23,22,24,22,22,30
2021010900,2021-01-09,-9,-1,-9,-2,2,5,5,3,7,-2,-4,9,9,9,8,6,7,7,6,4,5,5,0,-5,2,1,14,21,22,18,20,20,20,13,11,14,17,15,15,15,18,6,14,12,6,5,10,-14,-30,-15,-25,-24,-12,-29,-15,-15,-25,-16,-16,-15,-14,-9,-8,-14,-13,-13,-24,-22,-23,-17,-17,-17,-15,-24,-5,-9,-22,-17,-12,-10,-8,-25,-15,-3,-7,-4,-3,-3,-21,-17,-8,-13,-12,5,12,-7,-4,-6,-13,-15,-7,-34,-5,-7,-25,-14,-1,-3,-5,-5,-5,-5,-6,-5,-1,6,2,25,-7,-5,-4,-6,-5,-2,-2,-1,7,-2,1,-20,-18,-16,3,-13,3,-2,1,-6,-4,6,3,1,2,5,8,-1,3,-1,7,1,-27,-26,-27,-16,-20,-3,-25,-5,10,-8,-8,-19,4,7,-7,-3,0,16,-15,-8,-12,-22,-19,4,-4,12,-25,-25,-27,-15,-25,-23,-23,-12,-23,-20,-3,3,10,26,16,18,16,15,-10,-2,-15,-8,-11,-18,-23,14,11,11,-7,-9,7,16,2,31,-22,-20,-16,-4,8,15,-10,7,14,10,-10,-10,9,23,15,10,10,17,40,14,8,15,15,-3,-6,-7,-6,-6,-8,-6,-6,-6,15,-7,-7,-5,6,0,36,15,13,1,9,18,16,22,22,5,39,-23,-6,-10,-10,-8,-3,8,8,15,28,22,12,10,16,65,28,15,41,15,15,15,17,19,11,19,24,19,1,2,8,12,9,8,4,8,10,-3,-3,-1,3,-10,-7,-4,-4,-2,10,10,12,2,0,-1,-1,3,14,7,6,12,10,10,14,16,5,10,-2,8,15,-1,17,11,7,8,9,9,9,13,13,17,13,12,6,13,13,16,12,4,4,4,10,4,0,-3,-1,-1,-10,-4,-5,-5,-5,-14,5,3,-4,-5,-11,-11,-11,-12,-22,-5,1,3,-11,-7,-11,-7,-8,-10,-6,-11,-5,-14,4,12,-7,-6,-3,-7,-5,-5,-15,-17,-17,-4,16,22,16,11,18,0,0,-7,-10,-14,-9,-14,6,14,-1,5,5,0,-6,21,13,15,19,19,5,10,41,40,40,42,21,14,43,25,25,20,19,15,10,28
